title,url,lyric,genre
Chúc Bé Ngủ Ngon,https://www.nhaccuatui.com/bai-hat/chuc-be-ngu-ngon-be-minh-vy.8miN5yqiqMUg.html,bé ơi ngủ đi đêm đã khuya rồi để những giấc mơ đẹp sẽ luôn bên em bé ơi ngủ ngoan trong tiếng ru ời vầng trăng đợi em cùng bay vào giấc mơ à ơi à ơi à à ơi chúc bé ngủ ngon,thieu-nhi
Con Cò Bé Bé,https://www.nhaccuatui.com/bai-hat/con-co-be-be-be-thao-van.FocAB1LT4saL.html,nó đậu cành tre đi không hỏi mẹ biết đi đường nào khi đi em hỏi khi về em chào miệng em chúm chím mẹ yêu không nào,thieu-nhi
Một Con Vịt,https://www.nhaccuatui.com/bai-hat/mot-con-vit-be-minh-vy.4Kv89kKTTH9Q.html,một con vịt xòe ra hai cái cánh nó kêu rằng các các các cạc cạc cạc gặp hồ nước nó bì bà bì bõm lúc lên bờ vẫy cái cánh cho khô một con vịt xòe ra hai cái cánh nó kêu rằng các các các cạc cạc cạc gặp hồ nước nó bì bà bì bõm lúc lên bờ vẫy cái cánh cho khô một con vịt xòe ra hai cái cánh nó kêu rằng các các các cạc cạc cạc gặp hồ nước nó bì bà bì bõm lúc lên bờ vẫy cái cánh cho khô một con vịt xòe ra hai cái cánh nó kêu rằng các các các cạc cạc cạc gặp hồ nước nó bì bà bì bõm lúc lên bờ vẫy cái cánh cho khô,thieu-nhi
Ba ngọn Nến Lung Linh,https://www.nhaccuatui.com/bai-hat/bangon-nen-lung-linh-candy-ngoc-ha.dxww06pRi4Tz.html,ba là cây nến vàng mẹ là cây nến xanh con là cây nến hồng ba ngọn nến lung linh a à á a a thắp sáng một gia đình gia đình gia đình ôm ấp ta những ngày thơ cho ta bao nhiêu niềm thương mến gia đình gia đình vương vấn bước chân ra đi ấm áp trái tim quay về gia đình gia đình ôm ấp ta những ngày thơ cho ta bao nhiêu niềm thương mến gia đình gia đình bên nhau mỗi khi đơn độc bên nhau đến suốt cuộc đời lung linh lung linh tình mẹ tình cha lung linh lung linh cùng một mái nhà lung linh lung linh cùng buồn cùng vui lung linh lung linh hai tiếng gia đình,thieu-nhi
Con Cò Bé Bé,https://www.nhaccuatui.com/bai-hat/con-co-be-be-candy-ngoc-ha.GOfmwviGIPWB.html,nó đậu cành tre đi không hỏi mẹ biết đi đường nào khi đi em hỏi khi về em chào miệng em chúm chím mẹ yêu không nào,thieu-nhi
Tập Thể Dục Buổi Sáng,https://www.nhaccuatui.com/bai-hat/tap-the-duc-buoi-sang-be-thao-van.RSP1q6OhfBrt.html,cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông cả hai tay cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông cả hai tay cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông cả hai tay cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông cả hai tay cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông thẳng hai tay cô dạy em bài thể dục buổi sáng một hai ba bốn hít thở hít thở hít thở một tay đưa cao lên trời hai tay dang ngang bờ vai ba tay song song trước mặt bốn buông cả hai tay,thieu-nhi
Quả Gì,https://www.nhaccuatui.com/bai-hat/qua-gi-be-minh-vy.jIUI0bT50VTs.html,quả gì mà chua chua thế xin thưa rằng quả khế ăn vào thì chắc là chua vâng vâng chua thì để nấu canh chua quả gì mà da cưng cứng xin thưa rằng quả trứng ăn vào thì nó làm sao không sao ăn vào thì sẽ thêm cao quả gì mặc bao nhiêu áo xin thưa rằng quả pháo ăn vào thì chắc là dai không dai nhưng mà nổ điếc hai tai quả gì mà lăn lông lốc xin thưa rằng quả bóng sao mà quả bóng lại lăn do chân bao người cùng đá trên sân quả gì mà gai chi chít xin thưa rằng quả mít ăn vào thì chắc là đau không đau thơm lừng tận mấy hôm sau quả gì mà to to nhất xin thưa rằng quả đất to bằng quả mít mật không to hơn to bằng nghìn núi thái sơn,thieu-nhi
Cả Nhà Thương Nhau,https://www.nhaccuatui.com/bai-hat/ca-nha-thuong-nhau-be-thao-van.P4WmFYA3UKyL.html,ba thương con vì con giống mẹ mẹ thương con vì con giống cha cả nhà ta cùng thương yêu nhau xa là nhớ gần nhau là cười ba thương con vì con giống mẹ mẹ thương con vì con giống cha cả nhà ta cùng thương yêu nhau xa là nhớ gần nhau là cười,thieu-nhi
Cháu Yêu Bà,https://www.nhaccuatui.com/bai-hat/chau-yeu-ba-be-thao-van.kKkukw00gcfE.html,bà ơi bà cháu yêu bà lắm tóc bà trắng bà trắng như mây cháu yêu bà cháu nắm bàn tay khi cháu vâng lời cháu biết bà vui,thieu-nhi
Gà Trống Mèo Con Và Cún Con,https://www.nhaccuatui.com/bai-hat/ga-trong-meo-con-va-cun-con-be-thao-van.uqqmU14fIAK5.html,nhà em có con gà trống mèo con và cún con gà trống gáy ò ó o mèo con luôn rình bắt chuột cún con chăm canh gác nhà,thieu-nhi
Chú Chuột Nhắt,https://www.nhaccuatui.com/bai-hat/chu-chuot-nhat-be-thao-van.XogSHZPu5dZN.html,có con chuột nhắt nó chạy lăng xăng mắt nó láo liêng ngó nghiêng ngó dọc có con chuột nhắt nó chạy lăng xăng ăn vụng suốt ngày là thật đáng ch lêu lêu chú chuột nhắt chít chít lêu lêu chú chuột nhắt chít chít chăm làm không nên lười,thieu-nhi
Chú Ếch Con (SEE SING SHARE 4),https://www.nhaccuatui.com/bai-hat/chu-ech-con-see-sing-share-4-ha-anh-tuan.6P3iOAVuL8oC.html,kìa chú là chú ếch con có hai là hai mắt tròn chú ngồi học bài một mình bên hố bom kề vườn xoan bao nhiêu cá trê non cùng bao nhiêu cá rô ron tung tăng chiếc vây son nhịp theo tiếng ếch vang giòn kìa chú là ếch con bé ngoan là ngoan nhất nhà chú học thuộc bài xong rồi chú hát thi cùng họa mi bao nhiêu chú chim ri cùng bao cô cá rô phi nghe tiếng hát mê ly cùng vui thích chí cười khì,thieu-nhi
Trời Nắng Trời Mưa,https://www.nhaccuatui.com/bai-hat/troi-nang-troi-mua-be-minh-vy.q0vSxnaELhcp.html,trời nắng trời nắng thỏ đi tắm nắng vươn vai vươn vai thỏ dùng đôi tai nhảy tới nhảy tới đùa trong nắng mới bên nhau bên nhau bên nhau ta cùng chơi trời nắng trời năng thỏ đi tắm nắng vươn vai vươn vai thỏ dùng đôi tai nhảy tới nhảy tới đùa trong năng mới bên nhau bên nhau ta cùng chơi mưa to rồi mưa to rồi mau mau mau chạy thôi,thieu-nhi
Nhong Nhong Nhong,https://www.nhaccuatui.com/bai-hat/nhong-nhong-nhong-candy-ngoc-ha.vg6OtIBNBCbd.html,nhong nhong nhong cha làm con ngựa để cho con lên cưỡi trên lưng nhong nhong nhong cha làm con ngựa để cho con vui thỏa tiếng cười nhong nhong nhong ngựa cha mệt quá con không biết con nói ngựa phi nhong nhong nhong ngựa phi tận cùng hai cha con cùng ngã lăn đùng vui thật vui con cười giòn giã ngựa cha ngã bốn võ lăn quay con chạy ngay chạy đi hỏi mẹ tìm ở đâu có cỏ bồ đề mẹ bảo con đừng đi tìm cỏ mà con hãy thỏ thẻ bên tai con thương cha con ngoan thật nhiều ngựa cha lại cõng con nhong nhong nhong nhong nhong cha làm con ngựa mong cho con khôn lớn con ơi nhong nhong nhong cha làm con ngựa để cho con nương tựa suốt đời,thieu-nhi
Hai Con Thằn Lằn Con,https://www.nhaccuatui.com/bai-hat/hai-con-than-lan-con-be-thao-van.sCqmtLKR9W5B.html,hai con thằn lằn con đùa nhau cắn nhau đứt đuôi cha thằn lằn buồn thiu gọi chúng đến mới mắng cho hai con thằn lằn con đuôi thì to nhưng đã đứt rồi ôi đớn đau quá trời chúng khóc la tơi bời,thieu-nhi
LK: Chú Chuột Nhắt,https://www.nhaccuatui.com/bai-hat/lk-chu-chuot-nhat-con-meo-con-chuot-be-minh-vy.1ewqoAmRNPqv.html,1 chú chuột nhắt có con chuột nhắt nó chạy lăng xăng mắt nó láo liêng ngó nghiêng ngó dọc có con chuột nhắt nó chạy lăng xăng ăn vụng suốt ngày là thật đáng ch lêu lêu chú chuột nhắt chít chít lêu lêu chú chuột nhắt chít chít 2 con mèo con chuột con mèo con chuột con chuột con mèo hai con biết trèo và hai con nó biết nhảy nó chạy rất nhanh nó chạy vòng quanh mèo nhanh hơn chuột thì chuột làm sao sánh bằng con mèo con chuột con chuột con mèo hai con khác loài mà hai con nó khắc khẩu tiếng chuột chít chiu tiếng mèo mèo meo mèo đây bắt chuột thì chuột làm sao tránh mèo,thieu-nhi
Năm Ngón Tay Ngoan,https://www.nhaccuatui.com/bai-hat/nam-ngon-tay-ngoan-be-minh-vy.ePHjI9zvFgWE.html,xòe bàn tay đếm ngón tay một anh béo trông thật đến hay cả ngày vui ai có việc là anh giúp luôn không ngồi yên cạnh bên anh đứng thứ hai một anh tính thật thà đáng yêu tưởng rằng anh cao nhất nhà thì anh lắc luôn ngay cái đầu xòe bàn tay đếm ngón tay nhìn anh giữa trông thật đến cao hỏi tại sao cao thế nào thì anh nói anh chăm thể thao cạnh bên anh đứng thứ tư hỏi anh đã biết đọc chữ chưa thì anh thưa anh biết rồi rồi anh đứng nghiêm giơ tay chào rồi một anh đứng thứ năm người coi dáng trông thật đến xinh hỏi rằng ai em út nhà thì anh hát luôn theo nhịp ca rằng là em bé rất ngoan thường hay khám tay sạch các anh làm vệ sinh hay quét nhà và múa hát cho vui ông bà,thieu-nhi
Rửa Mặt Như Mèo,https://www.nhaccuatui.com/bai-hat/rua-mat-nhu-meo-be-thao-van.JGLOLdDM7MWX.html,meo meo meo rửa mặt như mèo xấu xấu lắm chẳng được mẹ yêu khăn mặt đâu mà ngồi lếm mép đau mắt rồi lại khóc meo meo,thieu-nhi
Dũng Sĩ Alibaba,https://www.nhaccuatui.com/bai-hat/dung-si-alibaba-be-minh-vy.g3uplIsEA1DL.html,khi xưa alibaba như vầng trăng sáng chiếu trên trần gian alibaba hôm nay alibaba như chàng dũng sĩ hát bao lời ca alibaba khi xưa alibaba như vầng trăng sáng chiếu trên trần gian alibaba hôm nay alibaba như chàng dũng sĩ hát bao lời ca alibaba chuyện xưa nói rất hay vầng trăng sáng ước mơ mùa xuân về để xoá những áng mây mù che khuất tháng năm êm đềm nào ta cùng hát vang và theo điệu trống chuyện xưa cho en khúc ca với bao lời ca ngọt ngào vầng trăng rực sáng soi trần giang để thấy chàng dũng sĩ đáng yêu mang niềm vui đến cho mọi người nào ta cùng hát vang và theo điệu trống và hãy nói với tinh thần chàng dũng sĩ alibaba tìm mùa xuân bao khúc hát luôn vui tươi đẹp bao ước mơ mang đến theo nhịp mùa xuân cõi trần,thieu-nhi
Chị Ong Nâu Và Em Bé,https://www.nhaccuatui.com/bai-hat/chi-ong-nau-va-em-be-candy-ngoc-ha.1vrJ6jsQf0L4.html,chị ong nâu nâu nâu nâu chị bay đi đâu đi đâu bác gà trống mới gáy ông mặt trời mới dậy mà trên những cành hoa em đã thấy chị bay bé ngoan của chị ơi hôm nay trời nắng tươi chị bay đi tìm nhuỵ làm mật ong nuôi đời chị vâng theo bố mẹ chăm làm không nên lười trời xanh xanh xanh xanh chị ong bay nhanh bay nhanh hoa nở những cánh thắm đi tìm mật trĩu nặng chị ong muốn mình qua nghiêng đôi cánh chào hoa bé nghoan của chị ơi hôm nay trời nắng tươi chị bay đi tìm nhuỵ làm mật ong nuôi đời chị vâng theo bố mẹ chăm làm không nên lười,thieu-nhi
Bông Hồng Tặng Cô,https://www.nhaccuatui.com/bai-hat/bong-hong-tang-co-candy-ngoc-ha.SRWZbcKYkZKx.html,em trồng giàn bông trước cửa nhà em em dành một cây cho cô giáo hiền giàn bông lên đua chen sắc hương nhưng ngạt ngào thơm là cây bông hồng cây bông hồng em trồng tặng cô cánh hoa hồng tươi như khoe ngày hội mát dịu mùi hương như tình thương mến cô dành cho chúng em cây bông hồng tấm lòng em đó dâng lên tặng cô đôi tay mẹ hiền đôi tay ân cần dịu êm trên bầu trời xanh én dập dìu bay như gọi mùa thu xôn xao nắng vàng gọi trang sách theo bên chúng em ngôi trường học chăm mùa thu lay động cây bông hồng em trồng tặng cô có thêm chồi non nhung tơ mượt mà có một chùm hoa đang vừa mới hé e lệ trong nắng mai em ân cần ngắt tặng cô giáo đem theo mùa thu xanh trong bầu trời dâng cô bông hồng đẹp tươi,thieu-nhi
Chào Buổi Sáng,https://www.nhaccuatui.com/bai-hat/chao-buoi-sang-be-minh-vy.7T0g0QL3vJjZ.html,chào buổi sáng nhìn bao bước chân trên đường thênh thang trên từng con phố tìm những phút giây nhẹ nhàng miên man theo làn gió mới chợt nhận thấy trong lòng sáng lên niềm vui vì đâu đó vang một khúc ca bạn ơi hãy thức giấc đón chào ánh dương ngày mới đến rồi hãy mỉm cười với bao chuyện đời hãy thật lòng nói xin cảm ơn hãy rộng lượng thứ tha lỗi lầm hãy cho niềm yêu thương sẽ có những sóng gió phía trước hãy cố gắng bước qua dù không dễ dàng trong cuộc đời còn những giấc mơ đẹp tươi hãy nói tôi yêu mọi người sáng sớm bước xuống đường như mọi ngày bình thường không khí trong lành tôi hít thật sâu tôi muốn mọi người cùng thức dậy để thấy bầu trời đẹp biết bao thấy hoa tươi trong nắng hương thơm gió nhẹ nhàng đâu đó vang lên tiếng nhạc vui khiến cho tôi cảm thấy cuộc sống ôi sao tuyệt vời và mọi người thật tươi vui,thieu-nhi
Bé Khoẻ Bé Ngoan,https://www.nhaccuatui.com/bai-hat/be-khoe-be-ngoan-candy-ngoc-ha.YIeJ3WHIqLP2.html,em bé khỏe em bé ngoan chỉ mong sao em lớn nhanh từng ngày em bé khỏe em bé ngoan em ca hát làm vui cả nhà em ăn ngon ngon thật là ngon em ngủ ngon ai cũng phát thèm em học hành cũng chăm ngoan lắm em đúng là bé khỏe bé ngoan,thieu-nhi
Bố Là Tất Cả,https://www.nhaccuatui.com/bai-hat/bo-la-tat-ca-candy-ngoc-ha.BBs0yzQK5Bc3.html,bố là tàu lửa bố là xe hơi bố là con ngựa em cưỡi em chơi bố là thuyền nan cho em vượt sóng bố là sông rộng cho thuyền em bơi bố bố là bờ đê cho em nắm ngủ bố bố là phi thuyền cho em bay vào không gian bố bố là tất cả bố ơi bố ơi bố ơi bố ơi những lúc bố mệt bố là bố thôi,thieu-nhi
Gia Đình Nhỏ Hạnh Phúc To,https://www.nhaccuatui.com/bai-hat/gia-dinh-nho-hanh-phuc-to-be-minh-vy.XkcXLch2IHBI.html,một nụ cười bé cha vui cả ngày một vài tiếng khóc mẹ lo hằng đêm thầm cầu mong cho con sẽ an lành chín tháng sinh thành một đời yêu thương một vòng tay lớn ôm con vào lòng một bàn chân to cho con tập đi dù ngày mai khi con lớn lên người nhưng với cha mẹ vẫn mãi bé thơ à ơi à ơi con ngủ cho ngoan giấc mơ sẽ mang đầy lời mẹ ru à ơi à ơi mãi mãi chúng ta một gia đình nhỏ một hạnh phúc to,thieu-nhi
Em Đi Chơi Thuyền,https://www.nhaccuatui.com/bai-hat/em-di-choi-thuyen-candy-ngoc-ha.0uWw5ebxFtZm.html,em đi bơi thuyền trong thảo cầm viên chim kêu hót mừng chào đón xuân về thuyền em thuyền con vịt nó bơi bơi bơi thuyền em thuyền con rồng nó bay bay bay má dặn em ngồi yên khi đi bơi thuyền vui quá là vui mai em lại vô đây vui chơi,thieu-nhi
Đàn Kiến Nó Đi,https://www.nhaccuatui.com/bai-hat/dan-kien-no-di-candy-ngoc-ha.Yyhr4op80VoF.html,một đàn kiến nhỏ chạy ngược chạy xuôi chẳng ra hàng một chẳng thành hàng đôi đang chạy bên này lại sang bên nọ cắm cổ cắm đầu kìa trông xấu quá chúng em vào lớp sóng bước hai hàng chẳng như kiến nọ rối tinh cả đàn,thieu-nhi
Bé Thương Ông Địa,https://www.nhaccuatui.com/bai-hat/be-thuong-ong-dia-be-thao-van.EiKx63NaE34h.html,ơi ông địa có cái bụng ngộ ghê cầm cái quạt ông nhảy múa say mê ơi ông địa có gương mặt thật duyên ông mãi cười như không biết mõi miệng đi xem múa lân hay là xem múa rồng em thích nhất ông địa vì ông địa rất vui ông địa không trèo cao như lân như rồng ông đứng múa dưới đường trông mặt thấy mà thương,thieu-nhi
Những Ước Mơ,https://www.nhaccuatui.com/bai-hat/nhung-uoc-mo-be-minh-vy.CvL8YY6AQfux.html,ơi các bạn mình ơi tay nắm chặt bàn tay ca hát cùng ngàn mây rồi mặt trời đỏ tươi tỏa sáng ta muốn cùng ngàn sao xanh ước vọng trời cao ta nhắn cùng vầng trăng mời chị hằng dệt bao mộng vàng xanh ơi xanh thắm trái bóng xanh bay theo tháng năm nào ta nắm chặt tay cho tình thân ái cháy trong tim mình ôi sao vui quá bước chân vào vòng đời thiết tha rồi ta biến thành mây bay vòng thế giới cho thỏa ước mơ ơi các bạn mình ơi tay nắm chặt bàn tay ca hát cùng ngàn mây rồi mặt trời đỏ tươi tỏa sáng ta muốn cùng ngàn sao xanh ước vọng trời cao ta nhắn cùng vầng trăng mời chị hằng dệt bao mộng vàng xanh ơi xanh thắm trái bóng xanh bay theo tháng năm nào ta nắm chặt tay cho tình thân ái cháy trong tim mình ta luôn mong muốn thế gian này chẳng còn chiến tranh từng khu phố mọc cao ta cùng ngàn sao không còn cách xa,thieu-nhi
Ai Thương Con Nhiều,https://www.nhaccuatui.com/bai-hat/aithuong-con-nhieu-candy-ngoc-ha.M7jFhgV8sqtN.html,ba với mẹ đều thương con nhưng không biết ai thương con nhiều hơn con nghĩ hoài mà không ra hỏi bác gấu búp bê cũng lắc đầu ba thương con nhưng ba không nói mẹ yêu con mẹ không giấu một lời khó quá đi thôi khó quá đi thôi a con biết rồi ba với mẹ đều thương con bằng nhau,thieu-nhi
Rước Đèn Tháng 8,https://www.nhaccuatui.com/bai-hat/ruoc-den-thang-8-be-minh-vy.XZvnT0Md1VLL.html,tết trung thu rước đèn đi chơi em rước đèn đi khắp phố phường lòng vui sướng với đèn trong tay em múa ca trong ánh trăng rằm đèn ông sao với đèn cá chép đèn thiên nga với đèn bướm bướm em rước đèn này đến cung trăng đèn xanh lơ với đèn tím tím đèn xanh lam với đèn trắng trắng trong ánh đèn rực rỡ muôn màu tít trên cao dáng tròn xinh xinh soi xuống trần ánh sáng dịu dàng rằm tháng tám bóng hằng trong sáng em múa ca vui đón chị hằng tùng dinh dinh cắc tùng dinh dinh tùng dinh dinh cắc tùng dinh dinh em rước đèn này đến cung trăng tùng dinh dinh cắc tùng dinh dinh tùng dinh dinh cắc tùng dinh dinh em rước đèn mừng đón chị hằng tết trung thu bánh quà đầy mâm em bé nhà ưa đứng quây quần đòi hạt sen bánh dẻo đầy nhân em muốn ăn bốn năm ba phần ngọt thơm như bánh dẻo bánh nướng ngọt cay như mứt gừng mứt bí ăn mát lòng lại thấy vui thêm hạt dưa nghe cắn nổ lốp đốp người vui hoan nói cười hấp tấp bao tấm lòng mừng đón trăng rằm,thieu-nhi
Lời Thầy Cô,https://www.nhaccuatui.com/bai-hat/loi-thay-co-be-minh-vy.Xf7jdUw8CALm.html,lời thầy cô con luôn ghi trong tim mãi khắc ghi bao công ơn cô thầy những tháng năm khi con còn thơ dại lời thầy cô đã cho con niềm tin rồi ngày mai khi con lớn lên tung cánh bay con bay đi vào đời lời thầy cô con luôn mang bên mình là hành trang cho con bước đi thời gian trôi sao trôi quá nhanh đôi tay con không thể níu lại lời thây cô luôn mãi bên con dù đường xa con không ngại gian khó lời thầy cô chắp cánh cho con vững bước con đi trên đường đời dù thời gian dẫu có đổi thay lời thầy cô con sẽ mãi không quên,thieu-nhi
Chị Ong Nâu Và Em Bé,https://www.nhaccuatui.com/bai-hat/chi-ong-nau-va-em-be-be-thao-van.qKB9jLQcCXsV.html,chị ong nâu nâu nâu nâu chị bay đi đâu đi đâu bác gà trống mới gáy ông mặt trời mới dậy mà trên những cành hoa em đã thấy chị bay bé ngoan của chị ơi hôm nay trời nắng tươi chị bay đi tìm nhuỵ làm mật ong nuôi đời chị vâng theo bố mẹ chăm làm không nên lười trời xanh xanh xanh xanh chị ong bay nhanh bay nhanh hoa nở những cánh thắm đi tìm mật trĩu nặng chị ong muốn mình qua nghiêng đôi cánh chào hoa bé nghoan của chị ơi hôm nay trời nắng tươi chị bay đi tìm nhuỵ làm mật ong nuôi đời chị vâng theo bố mẹ chăm làm không nên lười,thieu-nhi
Chú Mèo Con Lông Trắng Tinh,https://www.nhaccuatui.com/bai-hat/chu-meo-con-long-trang-tinh-be-thao-van.drwBC9kVMx2N.html,mắt tròn xoe và trông rất xinh meo meo a con mèo nó rất ngoan bắt chuột đôi chân nhanh thoăn thoắt a con mèo nó rất ngoan suốt ngày em đùa chơi với mèo mèo bốn bàn chân bé tí ti vểnh một tai như đang lắng nghe meo meo a con mèo nó rất khôn nó vểnh râu ngồi nghe em hát a con mèo nó rất ngoan suốt ngày chơi xung quanh cái vòng tròn,thieu-nhi
Em Là Hoa Hồng Nhỏ,https://www.nhaccuatui.com/bai-hat/em-la-hoa-hong-nho-candy-ngoc-ha.N9uxzlHvspTz.html,em sẽ là mùa xuân của mẹ em sẽ là mùa nắng của cha em đến trường học bao điều lạ môi mỉm cười là những nụ hoa trang sách hồng nằm mơ màng ngủ em gối đầu trên những dòng thơ em thấy mình là hoa hồng nhỏ bay giữa trời làm mát ngày qua trời mênh mông đất hiền hoà bàn chân em đi nhè nhẹ đưa em vào tình người bao la cây cỏ rừng bầy chim làm tổ sông có nguồn từ suối chảy ra tim mỗi người là quê nhà nhỏ tình hồng thắm như mặt trời xa,thieu-nhi
